product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
b.adorable Bralette,Night,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cutest way to be comfy, this soft-to-the-touch bralette boasts subtle underbust ruching to maximize the modal cups. A wide lace band holds everything in place,   and lace trim around the edges frames a flattering silhouette that is sweet, without feeling saccharine.",b.adorable Bralette,NULL,NULL,25-04-20 13:49
b.adorable Bralette,Blue Ashes,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cutest way to be comfy, this soft-to-the-touch bralette boasts subtle underbust ruching to maximize the modal cups. A wide lace band holds everything in place,   and lace trim around the edges frames a flattering silhouette that is sweet, without feeling saccharine.",b.adorable Bralette,NULL,NULL,25-04-20 13:49
b.adorable Bralette,Pink Parfait,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cutest way to be comfy, this soft-to-the-touch bralette boasts subtle underbust ruching to maximize the modal cups. A wide lace band holds everything in place,   and lace trim around the edges frames a flattering silhouette that is sweet, without feeling saccharine.",b.adorable Bralette,NULL,NULL,25-04-20 13:49
b.adorable Bralette,Turquoise,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cutest way to be comfy, this soft-to-the-touch bralette boasts subtle underbust ruching to maximize the modal cups. A wide lace band holds everything in place,   and lace trim around the edges frames a flattering silhouette that is sweet, without feeling saccharine.",b.adorable Bralette,NULL,NULL,25-04-20 13:49
b.adorable Bralette,Sunkist Coral,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cutest way to be comfy, this soft-to-the-touch bralette boasts subtle underbust ruching to maximize the modal cups. A wide lace band holds everything in place,   and lace trim around the edges frames a flattering silhouette that is sweet, without feeling saccharine.",b.adorable Bralette,NULL,NULL,25-04-20 13:49
b.adorable Bralette,Marine,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cutest way to be comfy, this soft-to-the-touch bralette boasts subtle underbust ruching to maximize the modal cups. A wide lace band holds everything in place,   and lace trim around the edges frames a flattering silhouette that is sweet, without feeling saccharine.",b.adorable Bralette,NULL,NULL,25-04-20 13:49
Ciao Bella Wire Free Bralette,Camellia Rose,BRAS AND BRALETTES,32,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,A dote-worthy delicate bralette that softly shapes and supports. Corded lace cups paired with a dramatic scallop detail at the neckline make this style unabashedly feminine (and quite flirtatious!),Ciao Bella Wire Free Bralette,NULL,NULL,25-04-20 13:49
Ciao Bella Wire Free Bralette,Vanilla Ice,BRAS AND BRALETTES,32,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,A dote-worthy delicate bralette that softly shapes and supports. Corded lace cups paired with a dramatic scallop detail at the neckline make this style unabashedly feminine (and quite flirtatious!),Ciao Bella Wire Free Bralette,NULL,NULL,25-04-20 13:49
Ciao Bella Wire Free Bralette,Night,BRAS AND BRALETTES,32,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,A dote-worthy delicate bralette that softly shapes and supports. Corded lace cups paired with a dramatic scallop detail at the neckline make this style unabashedly feminine (and quite flirtatious!),Ciao Bella Wire Free Bralette,NULL,NULL,25-04-20 13:49
Ciao Bella Wire Free Bralette,Wild Aster,BRAS AND BRALETTES,32,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,A dote-worthy delicate bralette that softly shapes and supports. Corded lace cups paired with a dramatic scallop detail at the neckline make this style unabashedly feminine (and quite flirtatious!),Ciao Bella Wire Free Bralette,NULL,NULL,25-04-20 13:49
b.sultry Bikini,Bridal White,PANTIES,20,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A little lace and a lot of style put our b.sultry Bikini in the mix for perfect panties. Wear this bikini with the matching bra, chemise, or garter belt and be sultry without even trying.",b.sultry Bikini,NULL,NULL,25-04-20 13:49
b.sultry Bikini,Night/Peach Beige,PANTIES,20,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A little lace and a lot of style put our b.sultry Bikini in the mix for perfect panties. Wear this bikini with the matching bra, chemise, or garter belt and be sultry without even trying.",b.sultry Bikini,NULL,NULL,25-04-20 13:49
b.sultry Bikini,Vanilla Ice/Peach Beige,PANTIES,20,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A little lace and a lot of style put our b.sultry Bikini in the mix for perfect panties. Wear this bikini with the matching bra, chemise, or garter belt and be sultry without even trying.",b.sultry Bikini,NULL,NULL,25-04-20 13:49
